Priority,State,County,Action,Phone,Email,Website,Instructions,Status,Notes,Date Completed
LOW,NC,Union,PHONE_REQUEST,(704) 283-3748,,https://coroners-medical-examiner-01.uscountyoffices.com/union-county-nc-treasurer-tax-,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NC,Vance,EMAIL_FOIA,(252) 738-2040,taxoffice@vancecounty.org,https://www.uslocaloffice.com/404,"Send FOIA email requesting current excess proceeds/surplus funds list for Vance, North Carolina. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NC,Wake,EMAIL_FOIA,(919) 856-5400,taxhelp@wake.gov,https://www.wake.gov/departments-government/tax-administration/contact-department-tax-,"Send FOIA email requesting current excess proceeds/surplus funds list for Wake, North Carolina. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NC,Warren,EMAIL_FOIA,(252) 257-3337,yvonnealston@warrencountync.gov,https://localoffices.org/treasurer-tax-collector/north-carolina/warren-county,"Send FOIA email requesting current excess proceeds/surplus funds list for Warren, North Carolina. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NC,Washington,EMAIL_FOIA,(252) 793-1176,jbennett@washconc.org,https://cao.mecknc.gov/tax-relief-programs/property-tax-exclusion-elderly-or-disabled,"Send FOIA email requesting current excess proceeds/surplus funds list for Washington, North Carolina. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NC,Watauga,EMAIL_FOIA,(828) 265-8021,Tyler.Rash@watgov.org,https://www.wataugacounty.org/App_pages/Dept/Tax/contact.aspx,"Send FOIA email requesting current excess proceeds/surplus funds list for Watauga, North Carolina. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NC,Wayne,PHONE_REQUEST,(919) 731-1461,,https://pta.waynecounty.com,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NC,Wilkes,EMAIL_FOIA,(336) 651-7575,misty.smithey@wilkescounty.net,https://localoffices.org/treasurer-tax-collector/north-carolina/wilkes-county,"Send FOIA email requesting current excess proceeds/surplus funds list for Wilkes, North Carolina. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NC,Wilson,PHONE_REQUEST,(252) 399-2915,,https://www.wilsoncountync.gov/departments/tax-department,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NC,Yadkin,EMAIL_FOIA,(336) 679-4223,mkoser@yadkinville.org,https://countyinfo.hoursguide.com/yadkin-county-nc-treasurer-tax-collector-office,"Send FOIA email requesting current excess proceeds/surplus funds list for Yadkin, North Carolina. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NC,Yancey,EMAIL_FOIA,(828) 682-2197,susan.jobe@yanceycountync.gov,https://countyinfo.hoursguide.com/yancey-county-nc-treasurer-tax-collector-office,"Send FOIA email requesting current excess proceeds/surplus funds list for Yancey, North Carolina. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,NE,Adams,PHONE_REQUEST,(402) 461-7120,,https://adamscountyne.gov/treasurer,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
HIGH,NE,Antelope,EMAIL_FOIA,(402) 887-4247,treasurer@antelopecounty.ne.gov,https://antelopecounty.nebraska.gov/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Antelope, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,NE,Arthur,PHONE_REQUEST,(308) 764-2201,,https://arthurcounty.nebraska.gov/node/5,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
HIGH,NE,Banner,PHONE_REQUEST,(308) 436-6597,,https://bannercountyne.gov/government/officials/treasurer,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
HIGH,NE,Blaine,EMAIL_FOIA,(308) 547-2222,treasurer@blainecountyne.com,https://blainecounty.nebraska.gov/county-treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Blaine, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,NE,Boone,PHONE_REQUEST,(402) 395-2513,,https://boonecountyne.gov/treasurer-office,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,NE,Box Butte,PHONE_REQUEST,(308) 762-1520,,https://boxbuttecountyne.gov,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,NE,Boyd,EMAIL_FOIA,(402) 775-2581,treasurer@boydcounty.ne.gov,https://boydcounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Boyd, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,NE,Brown,EMAIL_FOIA,(402) 387-2650,treasurer@browncountyne.gov,https://browncountyne.gov/county-treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Brown, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,NE,Buffalo,EMAIL_FOIA,(308) 236-1250,treasurer@buffalocounty.ne.gov,https://buffalocounty.ne.gov/TREASURER,"Send FOIA email requesting current excess proceeds/surplus funds list for Buffalo, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,NE,Burt,PHONE_REQUEST,(402) 374-2911,,https://burtcounty.ne.gov/webpages/treasurer/treasurer.html,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,NE,Butler,EMAIL_FOIA,(402) 367-7450,kadamy@butlercountyne.gov,https://butlercountyne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Butler, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,NE,Cass,PHONE_REQUEST,(402) 296-2460,,https://www.casscountyne.gov/county-treasurer,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,NE,Cedar,EMAIL_FOIA,(402) 254-7421,jean.wiebelhaus@cedarcountyne.gov,https://cedarcountyne.gov/webpages/contacts/contacts.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Cedar, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,NE,Chase,EMAIL_FOIA,(308) 882-7510,treasurer@chasecountyne.gov,https://chasecounty.nebraska.gov/about/contact-directory,"Send FOIA email requesting current excess proceeds/surplus funds list for Chase, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Cherry,EMAIL_FOIA,(402) 376-1580,Treasurer@cherrycountyne.com,https://cherrycountyne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Cherry, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Cheyenne,EMAIL_FOIA,(308) 254-2733,treasurer@cheyennecountyne.gov,https://www.cheyennecountyne.net/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Cheyenne, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Clay,EMAIL_FOIA,(402) 762-3505,robin.gilbert@claycountyne.gov,https://claycounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Clay, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Colfax,PHONE_REQUEST,(402) 352-8504,,https://colfaxcountyne.gov,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Cuming,EMAIL_FOIA,(402) 372-6011,treasurer@cumingcounty.ne.gov,https://cumingcountyne.gov/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Cuming, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Custer,EMAIL_FOIA,(308) 872-2921,sbryant@custercountyne.gov,https://custercountyne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Custer, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Dakota,EMAIL_FOIA,(402) 987-2131,cconley@dakotacounty.ne.gov,https://dakotacounty.ne.gov/webpages/clerk/clerk.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Dakota, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Dawes,PHONE_REQUEST,(308) 432-0105,,https://www.mapquest.com/us/nebraska/dawes-county-treasurer-372497457,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Dawson,EMAIL_FOIA,(308) 324-3241,Kaitlyn.Woltemath@dawsoncountyne.gov,https://www.dawsoncountyne.gov/administrative/treasurer/index.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Dawson, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Deuel,PHONE_REQUEST,(308) 874-3307,,https://deuelcountyne.gov/webpages/treasurer/treasurer.html,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Dixon,EMAIL_FOIA,(402) 755-5603,dixonca@dixoncountyne.gov,https://dixoncountyne.gov,"Send FOIA email requesting current excess proceeds/surplus funds list for Dixon, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Dodge,EMAIL_FOIA,(402) 727-2750,treasurer@dodgecountyne.gov,https://dodgecounty.nebraska.gov/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Dodge, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Douglas,PHONE_REQUEST,(402) 444-7082,,https://douglascountysheriff.org/FAQ.aspx?QID=74,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Dundy,EMAIL_FOIA,(308) 423-2346,penny.denny@dundycountyne.gov,https://dundycounty.nebraska.gov/webpages/contacts/contacts.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Dundy, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Fillmore,PHONE_REQUEST,(402) 759-3812,,https://fillmorecountyne.gov,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Franklin,PHONE_REQUEST,(308) 425-6265,,https://franklincountyne.gov/treasurer-office,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Frontier,PHONE_REQUEST,(308) 367-8631,,https://frontiercounty.ne.gov,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Furnas,EMAIL_FOIA,(308) 268-2195,treasurer@furnascounty.ne.gov,https://furnascounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Furnas, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Gage,EMAIL_FOIA,(402) 223-1316,lwollenburg@gagecountyne.gov,https://gagecountyne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Gage, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Garden,EMAIL_FOIA,(308) 772-3622,treasurer@gardencounty.ne.gov,https://gardencounty.ne.gov,"Send FOIA email requesting current excess proceeds/surplus funds list for Garden, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Garfield,EMAIL_FOIA,(308) 346-4125,treasurer@garfieldcountyne.gov,https://garfieldcounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Garfield, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Gosper,EMAIL_FOIA,(308) 785-2450,treasurer@gospercountyne.gov,https://gospercountyne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Gosper, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Grant,EMAIL_FOIA,(308) 458-2422,treasurer@grantcountyne.gov,https://grantcountyne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Grant, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Greeley,EMAIL_FOIA,(308) 428-3535,treasurer@greeleycountyne.gov,https://greeleycounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Greeley, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Hall,EMAIL_FOIA,(308) 385-5025,alainav@hallcountyne.gov,https://www.hallcountyne.gov/departments/treasurer/index.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Hall, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Hamilton,EMAIL_FOIA,(402) 694-2291,treasurer@hamiltoncountyne.gov,https://hamiltoncountyne.gov/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Hamilton, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Harlan,EMAIL_FOIA,(308) 928-2171,treasurer@harlancounty.ne.gov,https://harlancounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Harlan, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Hayes,EMAIL_FOIA,(308) 286-3214,treasurer@hayescounty.ne.gov,https://hayescounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Hayes, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Hitchcock,EMAIL_FOIA,(308) 334-5500,jdrain@hitchcockcountyne.gov,https://hitchcockcounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Hitchcock, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Holt,EMAIL_FOIA,(402) 336-1291,treas@holtcountyne.gov,https://holtcounty.nebraska.gov/about/county-treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Holt, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Hooker,EMAIL_FOIA,(308) 546-2245,crystal.wiens@hookercountyne.gov,https://hookercountyne.gov/phone-directory,"Send FOIA email requesting current excess proceeds/surplus funds list for Hooker, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Howard,EMAIL_FOIA,(308) 754-4852,hctreasurer1@howardcountyne.gov,https://howardcounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Howard, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Jefferson,PHONE_REQUEST,(402) 729-6827,,https://jeffersoncounty.nebraska.gov/jefferson-county-treasurer,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Johnson,PHONE_REQUEST,(402) 335-6310,,https://johnsoncounty.ne.gov/county-treasurer.html,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Kearney,EMAIL_FOIA,(308) 832-2730,treasurer@kearneycountyne.gov,https://kearneycounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Kearney, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Keith,EMAIL_FOIA,(308) 284-3231,treasurer@keithcountyne.gov,https://www.keithcountyne.gov/residents/treasurer.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Keith, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Keya Paha,EMAIL_FOIA,(402) 497-3891,treasurer@keyapahacountyne.gov,https://keyapahacountyne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Keya Paha, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Kimball,EMAIL_FOIA,(308) 235-2242,treasurer@kimballcountyne.gov,https://www.kimballcountyne.gov/treasurer87f48a90,"Send FOIA email requesting current excess proceeds/surplus funds list for Kimball, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Knox,EMAIL_FOIA,(402) 288-5615,treasurer@knoxcountyne.gov,https://knoxcountyne.gov,"Send FOIA email requesting current excess proceeds/surplus funds list for Knox, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Lancaster,EMAIL_FOIA,(402) 441-7425,cotreasurer@lancaster.ne.gov,https://www.lancaster.ne.gov/224/County-Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Lancaster, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Lincoln,EMAIL_FOIA,(308) 534-4350,treasurer@lincolncountyne.gov,https://lincolncountyne.gov/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Lincoln, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Logan,EMAIL_FOIA,(308) 636-2441,treasurer@logancounty.ne.gov,https://logancounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Logan, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Loup,EMAIL_FOIA,(308) 942-3115,Treasurer@loupcounty.ne.gov,https://loupcounty.nebraska.gov/about/contact-us,"Send FOIA email requesting current excess proceeds/surplus funds list for Loup, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Madison,PHONE_REQUEST,(402) 454-3311,,https://madisoncountyne.gov/contact-us,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,McPherson,EMAIL_FOIA,(308) 587-2442,treasurer@mcphersoncounty.ne.gov,https://mcphersoncounty.ne.gov/webpages/contacts/contacts.html,"Send FOIA email requesting current excess proceeds/surplus funds list for McPherson, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Merrick,EMAIL_FOIA,(308) 946-2171,treasurer@merrickcountyne.gov,https://merrickcounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Merrick, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Morrill,PHONE_REQUEST,(308) 262-1177,,https://www.morrillcountyne.gov/treasurer.html,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Nance,PHONE_REQUEST,(308) 536-2165,,https://nancecountyne.gov/treasurer-office,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Nemaha,PHONE_REQUEST,(402) 274-3319,,https://nemahacountyne.gov/treasurer-office,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Nuckolls,PHONE_REQUEST,(402) 225-2458,,https://nuckollscountyne.gov/treasurer-office,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Otoe,EMAIL_FOIA,(402) 873-9510,nkreifels@otoecountyne.gov,https://otoecountyne.gov/departments/treasurer/index.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Otoe, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Pawnee,EMAIL_FOIA,(402) 852-2380,cindy.johnson@pawneecountyne.gov,https://pawneecountyne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Pawnee, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Perkins,PHONE_REQUEST,(308) 352-7570,,https://perkinscounty.ne.gov/webpages/treasurer/treasurer.html,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Phelps,EMAIL_FOIA,(308) 995-6115,treasurer@phelpscone.org,https://phelpscounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Phelps, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Pierce,EMAIL_FOIA,(402) 329-6335,martikrue16@gmail.com,https://piercecountyne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Pierce, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Platte,PHONE_REQUEST,(402) 563-4913,,https://plattecounty.ne.gov/treasurer,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Polk,EMAIL_FOIA,(402) 747-5441,treasurer@polkcountyne.gov,https://polkcounty.nebraska.gov/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Polk, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Red Willow,EMAIL_FOIA,(308) 345-6515,treasurer@redwillowcountyne.gov,https://redwillowcountyne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Red Willow, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Richardson,EMAIL_FOIA,(402) 245-3511,a.bartek@richardsoncountyne.gov,https://richardsoncountyne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Richardson, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Rock,EMAIL_FOIA,(402) 684-3515,treasurer@rockcountyne.gov,https://rockcountyne.gov/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Rock, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Saline,EMAIL_FOIA,(402) 821-2375,dspanyers@salinecountyne.gov,https://salinecountyne.gov/treasurer-office,"Send FOIA email requesting current excess proceeds/surplus funds list for Saline, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Sarpy,EMAIL_FOIA,(402) 593-2148,cars@sarpy.gov,https://www.sarpy.gov/directory.aspx?did=10,"Send FOIA email requesting current excess proceeds/surplus funds list for Sarpy, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Saunders,EMAIL_FOIA,(402) 443-8128,ascanlon@saunderscounty.ne.gov,https://saunderscounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Saunders, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Scotts Bluff,PHONE_REQUEST,(308) 436-6617,,https://scottsbluffcountyne.gov/treasurer-office,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Seward,EMAIL_FOIA,(402) 643-4574,jzlatkovsky@sewardcountyne.gov,https://sewardcountyne.gov,"Send FOIA email requesting current excess proceeds/surplus funds list for Seward, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Sheridan,EMAIL_FOIA,(308) 327-5651,treasurer@sheridancounty.ne.gov,https://sheridancounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Sheridan, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Sherman,EMAIL_FOIA,(308) 745-1513,treasurer@shermancountyne.gov,https://dmv.nebraska.gov/locations/county-treasurers,"Send FOIA email requesting current excess proceeds/surplus funds list for Sherman, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Sioux,EMAIL_FOIA,(308) 668-2422,treasurer@siouxcountyne.org,https://siouxcountyne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Sioux, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Stanton,EMAIL_FOIA,(402) 439-2223,treasurer@stantoncountyne.gov,https://stantoncounty.nebraska.gov/about/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Stanton, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
